START_ID,END_ID,TYPE,section_title,subsection_title,paragraph
doc_translated_mmd_zurich_en,date_1846_1846_1846,MENTIONS_DATE,2. Topographical Description.,,"“The tribune for the listeners is well arranged,” wrote Meyer von Knonau in 1846, “but it would be somewhat cramped if always important matters were discussed and speakers of the first rank appeared.” From the town hall, the wide Gemüsebrücke with its blue-shaded market stalls leads the eye across to the green hill of Lindenhof with the Freemason lodge and the tower of St. Peter's Church with the mighty clock faces (until about the mid-16th century the only public clock in Zurich), down over the narrow-windowed, narrow and tall houses of the Schipfe and back at the Wühre past the richly Baroque-built guild house “zur Meise,” which represents bourgeois nobility in sandstone with its wrought-iron courtyard gate. Upward on the left bank follows the slenderly turreted Fraumünster church, founded by Ludwig the German in 853, with Hans Waldmann's tomb. Attached to it and tastefully connected with the old cloister (architect Gull) is the friendly town hall, the central office of municipal administration, and the federal post office. All these buildings are constructed from molasse sandstone from the Bäch and Bollingen quarries, whose dark weathering color gives the otherwise lovely cityscape a slightly melancholic touch. Comfortingly towering above the narrower cityscape is the new Prediger tower and the simple basilica of the Roman Catholic Liebfrauenkirche with its bluntly squared campanile of dazzling white tuff limestone. The Limmat is framed by the industrial buildings on piles of the two mill piers, and an almost comical note is added by the Urania tower with a cupola, which extends into a round gallery, housing the public observatory tower."
doc_translated_mmd_zurich_en,date_853_853_853,MENTIONS_DATE,2. Topographical Description.,,"“The tribune for the listeners is well arranged,” wrote Meyer von Knonau in 1846, “but it would be somewhat cramped if always important matters were discussed and speakers of the first rank appeared.” From the town hall, the wide Gemüsebrücke with its blue-shaded market stalls leads the eye across to the green hill of Lindenhof with the Freemason lodge and the tower of St. Peter's Church with the mighty clock faces (until about the mid-16th century the only public clock in Zurich), down over the narrow-windowed, narrow and tall houses of the Schipfe and back at the Wühre past the richly Baroque-built guild house “zur Meise,” which represents bourgeois nobility in sandstone with its wrought-iron courtyard gate. Upward on the left bank follows the slenderly turreted Fraumünster church, founded by Ludwig the German in 853, with Hans Waldmann's tomb. Attached to it and tastefully connected with the old cloister (architect Gull) is the friendly town hall, the central office of municipal administration, and the federal post office. All these buildings are constructed from molasse sandstone from the Bäch and Bollingen quarries, whose dark weathering color gives the otherwise lovely cityscape a slightly melancholic touch. Comfortingly towering above the narrower cityscape is the new Prediger tower and the simple basilica of the Roman Catholic Liebfrauenkirche with its bluntly squared campanile of dazzling white tuff limestone. The Limmat is framed by the industrial buildings on piles of the two mill piers, and an almost comical note is added by the Urania tower with a cupola, which extends into a round gallery, housing the public observatory tower."
doc_translated_mmd_zurich_en,date_mid_16th_century_1550_1560,MENTIONS_DATE,2. Topographical Description.,,"“The tribune for the listeners is well arranged,” wrote Meyer von Knonau in 1846, “but it would be somewhat cramped if always important matters were discussed and speakers of the first rank appeared.” From the town hall, the wide Gemüsebrücke with its blue-shaded market stalls leads the eye across to the green hill of Lindenhof with the Freemason lodge and the tower of St. Peter's Church with the mighty clock faces (until about the mid-16th century the only public clock in Zurich), down over the narrow-windowed, narrow and tall houses of the Schipfe and back at the Wühre past the richly Baroque-built guild house “zur Meise,” which represents bourgeois nobility in sandstone with its wrought-iron courtyard gate. Upward on the left bank follows the slenderly turreted Fraumünster church, founded by Ludwig the German in 853, with Hans Waldmann's tomb. Attached to it and tastefully connected with the old cloister (architect Gull) is the friendly town hall, the central office of municipal administration, and the federal post office. All these buildings are constructed from molasse sandstone from the Bäch and Bollingen quarries, whose dark weathering color gives the otherwise lovely cityscape a slightly melancholic touch. Comfortingly towering above the narrower cityscape is the new Prediger tower and the simple basilica of the Roman Catholic Liebfrauenkirche with its bluntly squared campanile of dazzling white tuff limestone. The Limmat is framed by the industrial buildings on piles of the two mill piers, and an almost comical note is added by the Urania tower with a cupola, which extends into a round gallery, housing the public observatory tower."
doc_translated_mmd_zurich_en,date_1838_1838_1838,MENTIONS_DATE,2. Topographical Description.,,"The Münsterbrücke, from which we gained this view of the old town, was inaugurated in 1838. It spans the river with four gently arched arches. “The vaults and cladding are made of black marble from the Wallenstadtsee quarries, the main cornice from white-bleached Gotthard granite, taken near Mellingen from massive erratic blocks lying there... This beautiful building was commissioned by the Zurich merchants under the direction of engineer Negrelli, constructed by Konrad Stadler and two other Zurich architects."""
doc_translated_mmd_zurich_en,date_1892_98_1892_1898,MENTIONS_DATE,2. Topographical Description.,,"In the plaza promenade behind the station stands the Swiss National Museum, built by the city of Zurich from 1892–98 according to plans by architect Gull, an excellent example of the integration of architecture (medieval style) with the complex requirements of the individual museum departments. Especially famous are Ferdinand Keller's pile dwelling finds previously kept in the Helmhaus and the weapons hall with Hodler's mural (Swiss retreat from the battle of Marignano)."
doc_translated_mmd_zurich_en,date_1489_1489_1489,MENTIONS_DATE,2. Topographical Description.,,"Further, numerous original rooms, including three Gothic ones from the Fraumünster Abbey Zurich from 1489 and 1507, the treasury with coin cabinet in the basement, a large porcelain collection, etc. The National Museum was founded in 1891 by the Confederation and solemnly inaugurated on June 25, 1898. In the lovely layouts before the confluence of the Limmat and Sihl, simple monuments to the Minnesinger Hadlaub, the idyll poet Gessner, and Wilhelm Baumgartner, the creator of the incomparable singing style for Gottfried Keller’s ""Oh my homeland,"" delight us."
doc_translated_mmd_zurich_en,date_1507_1507_1507,MENTIONS_DATE,2. Topographical Description.,,"Further, numerous original rooms, including three Gothic ones from the Fraumünster Abbey Zurich from 1489 and 1507, the treasury with coin cabinet in the basement, a large porcelain collection, etc. The National Museum was founded in 1891 by the Confederation and solemnly inaugurated on June 25, 1898. In the lovely layouts before the confluence of the Limmat and Sihl, simple monuments to the Minnesinger Hadlaub, the idyll poet Gessner, and Wilhelm Baumgartner, the creator of the incomparable singing style for Gottfried Keller’s ""Oh my homeland,"" delight us."
doc_translated_mmd_zurich_en,date_1891_1891_1891,MENTIONS_DATE,2. Topographical Description.,,"Further, numerous original rooms, including three Gothic ones from the Fraumünster Abbey Zurich from 1489 and 1507, the treasury with coin cabinet in the basement, a large porcelain collection, etc. The National Museum was founded in 1891 by the Confederation and solemnly inaugurated on June 25, 1898. In the lovely layouts before the confluence of the Limmat and Sihl, simple monuments to the Minnesinger Hadlaub, the idyll poet Gessner, and Wilhelm Baumgartner, the creator of the incomparable singing style for Gottfried Keller’s ""Oh my homeland,"" delight us."
doc_translated_mmd_zurich_en,date_june_25_1898_1898_1898,MENTIONS_DATE,2. Topographical Description.,,"Further, numerous original rooms, including three Gothic ones from the Fraumünster Abbey Zurich from 1489 and 1507, the treasury with coin cabinet in the basement, a large porcelain collection, etc. The National Museum was founded in 1891 by the Confederation and solemnly inaugurated on June 25, 1898. In the lovely layouts before the confluence of the Limmat and Sihl, simple monuments to the Minnesinger Hadlaub, the idyll poet Gessner, and Wilhelm Baumgartner, the creator of the incomparable singing style for Gottfried Keller’s ""Oh my homeland,"" delight us."
doc_translated_mmd_zurich_en,date_1889_1889_1889,MENTIONS_DATE,2. Topographical Description.,,"In front of the station, we admire the large monumental fountain of red granite with the statue of Alfred Escher by Richard Kisling, erected in place of a tall fountain in 1889, and now turn to Bahnhofstrasse. What a contrast to the narrow, high-gabled alleys of the right bank! Its lime tree avenue spreads out with beneficial breadth, twice bending left at a blunt angle towards Paradeplatz and to the lake. It skirts the moraine hill quarter of Oetenbach (formerly prison buildings, built from the remains of the old Oetenbach monastery, now demolished and artificially cut through at Uraniastrasse), Rennweg, Lindenhof, Strohhof and leaves the isolated glacial debris hills of St. Anna and the Katz (botanical garden) on the right. It begins with beautiful hotel buildings in French architecture at the station; it follows the Linth Escher school in a pretty park setting; in front the Pestalozzi memorial. Then large-scale, modern shops and department stores, window display after window display, at the top the large blocks of the central and Kappelerhof and the stock exchange built by the Zurich trade society from 1877–80. Noteworthy are also the buildings of the large banking institutions: Swiss Bank Association and Swiss Credit Institution at Paradeplatz, Bank Leu and Zurich Cantonal Bank, as well as the federal bank and Swiss People's Bank on Bahnhofstrasse, some with richly furnished vestibule rooms, especially the Swiss Bank Association (colossal statue symbolizing trade, by Richard Kisling). A look is still cast into the old, angular Augustinergasse with its cozy oriels."
doc_translated_mmd_zurich_en,date_1877_80_1877_1880,MENTIONS_DATE,2. Topographical Description.,,"In front of the station, we admire the large monumental fountain of red granite with the statue of Alfred Escher by Richard Kisling, erected in place of a tall fountain in 1889, and now turn to Bahnhofstrasse. What a contrast to the narrow, high-gabled alleys of the right bank! Its lime tree avenue spreads out with beneficial breadth, twice bending left at a blunt angle towards Paradeplatz and to the lake. It skirts the moraine hill quarter of Oetenbach (formerly prison buildings, built from the remains of the old Oetenbach monastery, now demolished and artificially cut through at Uraniastrasse), Rennweg, Lindenhof, Strohhof and leaves the isolated glacial debris hills of St. Anna and the Katz (botanical garden) on the right. It begins with beautiful hotel buildings in French architecture at the station; it follows the Linth Escher school in a pretty park setting; in front the Pestalozzi memorial. Then large-scale, modern shops and department stores, window display after window display, at the top the large blocks of the central and Kappelerhof and the stock exchange built by the Zurich trade society from 1877–80. Noteworthy are also the buildings of the large banking institutions: Swiss Bank Association and Swiss Credit Institution at Paradeplatz, Bank Leu and Zurich Cantonal Bank, as well as the federal bank and Swiss People's Bank on Bahnhofstrasse, some with richly furnished vestibule rooms, especially the Swiss Bank Association (colossal statue symbolizing trade, by Richard Kisling). A look is still cast into the old, angular Augustinergasse with its cozy oriels."
doc_translated_mmd_zurich_en,date_1881_1881_1881,MENTIONS_DATE,2. Topographical Description.,,"Then the lake draws us again, and we walk out on the Alpenquai through splendid parklands, which were decided in 1881 and inaugurated in 1887. Pleasant perspectives open between bushes and groups of trees over well-kept lawns and rich flower beds. A cleverly assembled arboretum of native and exotic trees is spread over artificial hills and valleys. Erratic blocks of the old Linth glacier, red fieldstones from the Walensee area, Speer nail conglomerate, chalk and Jurassic limestones from Glärnisch alternate in colorful order, with gentians, alpine roses bushes and heathland herbs peeking out as if by chance."
doc_translated_mmd_zurich_en,date_1887_1887_1887,MENTIONS_DATE,2. Topographical Description.,,"Then the lake draws us again, and we walk out on the Alpenquai through splendid parklands, which were decided in 1881 and inaugurated in 1887. Pleasant perspectives open between bushes and groups of trees over well-kept lawns and rich flower beds. A cleverly assembled arboretum of native and exotic trees is spread over artificial hills and valleys. Erratic blocks of the old Linth glacier, red fieldstones from the Walensee area, Speer nail conglomerate, chalk and Jurassic limestones from Glärnisch alternate in colorful order, with gentians, alpine roses bushes and heathland herbs peeking out as if by chance."
doc_translated_mmd_zurich_en,date_1895_1895_1895,MENTIONS_DATE,2. Topographical Description.,,"The quay is essentially the work of quay engineer A. Bürkli, for whom a tasteful monument has been erected. The city is also indebted to geologist Albert Heim for ensuring through his efforts that the natural moraine character of the city topography is preserved even in this artificial landscape. A pretty background is formed by the new Tonhalle, the Zurich Trocadero, built by the Viennese architects Fellner and Helmer in 1895, the “Red Castle,” Palais Henneberg with marble frieze, the “White Castle” of Savonnières limestone and the building of the Swiss pension institution of colorful limestone. The public Belvoirpark, once the property of the Zurich statesman Alfred Escher, the champion of the Gotthard railway, makes the end. From his daughter Dr. Lydia Welti-Escher, the magnificent estate was bequeathed to the Confederation, later purchased by a society, and later largely handed over to the city as property."
doc_translated_mmd_zurich_en,date_1901_1901_1901,MENTIONS_DATE,2. Topographical Description.,,"We cross the left-bank lake railway, which reaches the main station in a wide arc west of Aussersihl, visit Stauffacher bridge and Sihl bridge, and gradually retreat via the busy Badenerstrasse past St. Jakob's church with 1400 seats and a large singers' podium (built in 1901) and several new school palaces, leaving the barracks area with arsenal on the right, towards Langstrasse. On Sundays there is a true pilgrimage of excursionists heading for the Zurichberg or Uetliberg, or just to stroll the streets."
doc_translated_mmd_zurich_en,date_1855_1855_1855,MENTIONS_DATE,2. Topographical Description.,,"From the Höhenstrasse down, one overlooks the impressive building complex of the cantonal and federal universities. Above all, the main building of the Swiss Federal Polytechnic School deserves mention. The school was founded in 1855, includes the construction school, engineering school, mechanical, agricultural and forestry departments, a department for training specialized teachers in mathematics and natural sciences, a philosophical-economic (so-called free subjects) department, and a military science department."
doc_translated_mmd_zurich_en,date_1861_64_1861_1864,MENTIONS_DATE,2. Topographical Description.,,"The main building, built according to plans by Gottfried Semper from 1861–64 and fully operational since 1864, stands foremost on the scenic ramp of the university complex towards the old town. In the middle building, crowned by a series of allegorical figures by sculptor Graf, is a beautiful aula that has served both universities until now. Here and in the vestibule stand busts of school board president Dr. Kappeler (Hörbst) and professors Kopp and Bolley, as well as Semper and Culmann (Richard Kisling)."
doc_translated_mmd_zurich_en,date_1864_1864_1864,MENTIONS_DATE,2. Topographical Description.,,"The main building, built according to plans by Gottfried Semper from 1861–64 and fully operational since 1864, stands foremost on the scenic ramp of the university complex towards the old town. In the middle building, crowned by a series of allegorical figures by sculptor Graf, is a beautiful aula that has served both universities until now. Here and in the vestibule stand busts of school board president Dr. Kappeler (Hörbst) and professors Kopp and Bolley, as well as Semper and Culmann (Richard Kisling)."
doc_translated_mmd_zurich_en,date_1899_1900_1899_1900,MENTIONS_DATE,2. Topographical Description.,,"The northern facade is decorated with sgraffito. The south wing is currently occupied by the University, which will soon receive a magnificent new home in close proximity. Behind the polytechnic stands the old chemical laboratory (hygienic institute). A whole network of scientific institutes line up: federal materials testing institute, federal testing institute for fuels, federal machine laboratory (built 1899/1900), federal chemical laboratories (occupied 1886) with the Swiss agricultural chemical institute and seed control station, federal central office for forestry research, agricultural and forestry school (1874) with experimental garden, federal observatory, federal physics building (1890), with the Swiss meteorological central institute, cantonal hospital, laboratory of the cantonal chemist and dental polyclinic (1899/1900), anatomy, isolation hospital, pathological institute (1832), eye clinic, blind and deaf-mute institute, cantonal physics and physiology building, and recently (spring 1909) opened cantonal chemical laboratories of the University and new cantonal school building opposite the old cantonal school on Rämistrasse, built in 1839–42 by architect Wegmann. At that time, the cubic meter cost 13.5 francs; today, school buildings cost almost double! Adjacent to the city are the Wolfbach schoolhouse, the music conservatory in Florhofgasse (1900–1902) with large concert hall (450 seats), the magnificent Hirschengraben schoolhouse, and the collegiate building at Rechberg, an old, handsome patrician house."
doc_translated_mmd_zurich_en,date_1886_1886_1886,MENTIONS_DATE,2. Topographical Description.,,"The northern facade is decorated with sgraffito. The south wing is currently occupied by the University, which will soon receive a magnificent new home in close proximity. Behind the polytechnic stands the old chemical laboratory (hygienic institute). A whole network of scientific institutes line up: federal materials testing institute, federal testing institute for fuels, federal machine laboratory (built 1899/1900), federal chemical laboratories (occupied 1886) with the Swiss agricultural chemical institute and seed control station, federal central office for forestry research, agricultural and forestry school (1874) with experimental garden, federal observatory, federal physics building (1890), with the Swiss meteorological central institute, cantonal hospital, laboratory of the cantonal chemist and dental polyclinic (1899/1900), anatomy, isolation hospital, pathological institute (1832), eye clinic, blind and deaf-mute institute, cantonal physics and physiology building, and recently (spring 1909) opened cantonal chemical laboratories of the University and new cantonal school building opposite the old cantonal school on Rämistrasse, built in 1839–42 by architect Wegmann. At that time, the cubic meter cost 13.5 francs; today, school buildings cost almost double! Adjacent to the city are the Wolfbach schoolhouse, the music conservatory in Florhofgasse (1900–1902) with large concert hall (450 seats), the magnificent Hirschengraben schoolhouse, and the collegiate building at Rechberg, an old, handsome patrician house."
doc_translated_mmd_zurich_en,date_1874_1874_1874,MENTIONS_DATE,2. Topographical Description.,,"The northern facade is decorated with sgraffito. The south wing is currently occupied by the University, which will soon receive a magnificent new home in close proximity. Behind the polytechnic stands the old chemical laboratory (hygienic institute). A whole network of scientific institutes line up: federal materials testing institute, federal testing institute for fuels, federal machine laboratory (built 1899/1900), federal chemical laboratories (occupied 1886) with the Swiss agricultural chemical institute and seed control station, federal central office for forestry research, agricultural and forestry school (1874) with experimental garden, federal observatory, federal physics building (1890), with the Swiss meteorological central institute, cantonal hospital, laboratory of the cantonal chemist and dental polyclinic (1899/1900), anatomy, isolation hospital, pathological institute (1832), eye clinic, blind and deaf-mute institute, cantonal physics and physiology building, and recently (spring 1909) opened cantonal chemical laboratories of the University and new cantonal school building opposite the old cantonal school on Rämistrasse, built in 1839–42 by architect Wegmann. At that time, the cubic meter cost 13.5 francs; today, school buildings cost almost double! Adjacent to the city are the Wolfbach schoolhouse, the music conservatory in Florhofgasse (1900–1902) with large concert hall (450 seats), the magnificent Hirschengraben schoolhouse, and the collegiate building at Rechberg, an old, handsome patrician house."
doc_translated_mmd_zurich_en,date_1890_1890_1890,MENTIONS_DATE,2. Topographical Description.,,"The northern facade is decorated with sgraffito. The south wing is currently occupied by the University, which will soon receive a magnificent new home in close proximity. Behind the polytechnic stands the old chemical laboratory (hygienic institute). A whole network of scientific institutes line up: federal materials testing institute, federal testing institute for fuels, federal machine laboratory (built 1899/1900), federal chemical laboratories (occupied 1886) with the Swiss agricultural chemical institute and seed control station, federal central office for forestry research, agricultural and forestry school (1874) with experimental garden, federal observatory, federal physics building (1890), with the Swiss meteorological central institute, cantonal hospital, laboratory of the cantonal chemist and dental polyclinic (1899/1900), anatomy, isolation hospital, pathological institute (1832), eye clinic, blind and deaf-mute institute, cantonal physics and physiology building, and recently (spring 1909) opened cantonal chemical laboratories of the University and new cantonal school building opposite the old cantonal school on Rämistrasse, built in 1839–42 by architect Wegmann. At that time, the cubic meter cost 13.5 francs; today, school buildings cost almost double! Adjacent to the city are the Wolfbach schoolhouse, the music conservatory in Florhofgasse (1900–1902) with large concert hall (450 seats), the magnificent Hirschengraben schoolhouse, and the collegiate building at Rechberg, an old, handsome patrician house."
doc_translated_mmd_zurich_en,date_spring_1909_1909_1909,MENTIONS_DATE,2. Topographical Description.,,"The northern facade is decorated with sgraffito. The south wing is currently occupied by the University, which will soon receive a magnificent new home in close proximity. Behind the polytechnic stands the old chemical laboratory (hygienic institute). A whole network of scientific institutes line up: federal materials testing institute, federal testing institute for fuels, federal machine laboratory (built 1899/1900), federal chemical laboratories (occupied 1886) with the Swiss agricultural chemical institute and seed control station, federal central office for forestry research, agricultural and forestry school (1874) with experimental garden, federal observatory, federal physics building (1890), with the Swiss meteorological central institute, cantonal hospital, laboratory of the cantonal chemist and dental polyclinic (1899/1900), anatomy, isolation hospital, pathological institute (1832), eye clinic, blind and deaf-mute institute, cantonal physics and physiology building, and recently (spring 1909) opened cantonal chemical laboratories of the University and new cantonal school building opposite the old cantonal school on Rämistrasse, built in 1839–42 by architect Wegmann. At that time, the cubic meter cost 13.5 francs; today, school buildings cost almost double! Adjacent to the city are the Wolfbach schoolhouse, the music conservatory in Florhofgasse (1900–1902) with large concert hall (450 seats), the magnificent Hirschengraben schoolhouse, and the collegiate building at Rechberg, an old, handsome patrician house."
doc_translated_mmd_zurich_en,date_1839_42_1839_1842,MENTIONS_DATE,2. Topographical Description.,,"The northern facade is decorated with sgraffito. The south wing is currently occupied by the University, which will soon receive a magnificent new home in close proximity. Behind the polytechnic stands the old chemical laboratory (hygienic institute). A whole network of scientific institutes line up: federal materials testing institute, federal testing institute for fuels, federal machine laboratory (built 1899/1900), federal chemical laboratories (occupied 1886) with the Swiss agricultural chemical institute and seed control station, federal central office for forestry research, agricultural and forestry school (1874) with experimental garden, federal observatory, federal physics building (1890), with the Swiss meteorological central institute, cantonal hospital, laboratory of the cantonal chemist and dental polyclinic (1899/1900), anatomy, isolation hospital, pathological institute (1832), eye clinic, blind and deaf-mute institute, cantonal physics and physiology building, and recently (spring 1909) opened cantonal chemical laboratories of the University and new cantonal school building opposite the old cantonal school on Rämistrasse, built in 1839–42 by architect Wegmann. At that time, the cubic meter cost 13.5 francs; today, school buildings cost almost double! Adjacent to the city are the Wolfbach schoolhouse, the music conservatory in Florhofgasse (1900–1902) with large concert hall (450 seats), the magnificent Hirschengraben schoolhouse, and the collegiate building at Rechberg, an old, handsome patrician house."
doc_translated_mmd_zurich_en,date_1832_1832_1832,MENTIONS_DATE,2. Topographical Description.,,"The northern facade is decorated with sgraffito. The south wing is currently occupied by the University, which will soon receive a magnificent new home in close proximity. Behind the polytechnic stands the old chemical laboratory (hygienic institute). A whole network of scientific institutes line up: federal materials testing institute, federal testing institute for fuels, federal machine laboratory (built 1899/1900), federal chemical laboratories (occupied 1886) with the Swiss agricultural chemical institute and seed control station, federal central office for forestry research, agricultural and forestry school (1874) with experimental garden, federal observatory, federal physics building (1890), with the Swiss meteorological central institute, cantonal hospital, laboratory of the cantonal chemist and dental polyclinic (1899/1900), anatomy, isolation hospital, pathological institute (1832), eye clinic, blind and deaf-mute institute, cantonal physics and physiology building, and recently (spring 1909) opened cantonal chemical laboratories of the University and new cantonal school building opposite the old cantonal school on Rämistrasse, built in 1839–42 by architect Wegmann. At that time, the cubic meter cost 13.5 francs; today, school buildings cost almost double! Adjacent to the city are the Wolfbach schoolhouse, the music conservatory in Florhofgasse (1900–1902) with large concert hall (450 seats), the magnificent Hirschengraben schoolhouse, and the collegiate building at Rechberg, an old, handsome patrician house."
